1370,646,687531,69,73136,5,2735
1370,1370,687531,139,73136,3,1281
646,1370,328469,139,73136,5,2735
646,1370,328469,69,46864,5,2735
1370,646,687531,139,46864,5,2735
646,1370,328469,139,46864,5,1281
646,646,328469,139,73136,3,2735
646,646,687531,139,73136,5,2735
1370,1370,687531,139,46864,5,1281
1370,646,328469,69,46864,3,1281
646,646,687531,139,46864,3,2735
1370,646,328469,69,46864,5,2735
646,1370,328469,139,73136,5,2735
646,1370,328469,139,46864,5,1281
646,1370,328469,139,46864,3,2735
1370,646,328469,139,46864,3,2735
1370,646,687531,139,46864,3,1281
646,646,328469,139,73136,3,2735
1370,646,687531,139,73136,3,2735
1370,646,328469,139,73136,3,1281
646,646,687531,139,73136,5,2735
1370,1370,328469,69,46864,5,1281
646,646,328469,69,46864,3,2735
646,646,328469,139,46864,3,1281
1370,1370,687531,139,46864,5,1281
1370,1370,328469,69,46864,3,2735
1370,646,328469,69,73136,3,2735
646,646,687531,139,73136,5,2735
1370,1370,328469,139,73136,3,2735
646,646,687531,139,46864,3,2735
1370,1370,328469,139,73136,3,2735
1370,1370,328469,139,46864,5,2735
1370,646,687531,139,46864,5,2735
646,646,687531,139,73136,3,1281
646,1370,687531,139,46864,5,2735
646,646,687531,69,46864,5,2735
1370,646,687531,69,73136,3,1281
646,1370,687531,139,73136,5,1281
1370,1370,687531,139,73136,5,2735
646,1370,687531,69,46864,3,2735
646,646,328469,69,73136,3,1281
646,1370,328469,69,73136,5,1281
1370,646,687531,69,73136,5,2735
1370,646,328469,69,73136,3,2735
646,646,687531,69,73136,3,2735
1370,646,687531,139,73136,3,2735
1370,1370,328469,69,73136,5,2735
646,646,687531,69,73136,5,1281
646,646,687531,139,46864,5,1281
646,646,687531,139,46864,5,1281
646,1370,687531,139,46864,3,1281
646,1370,687531,69,73136,3,1281
646,646,328469,139,73136,5,1281
646,646,687531,139,46864,3,2735
1370,1370,687531,69,73136,5,1281
646,1370,687531,69,73136,3,1281
646,646,328469,69,73136,5,2735
646,646,328469,139,46864,3,1281
646,1370,328469,69,73136,5,1281
646,1370,687531,69,46864,3,2735
646,646,328469,69,46864,3,2735
1370,646,328469,139,46864,3,2735
646,646,328469,69,46864,5,1281
646,1370,328469,69,73136,5,1281
1008,1008,508000,104,60000,4,2008
646,646,328469,139,73136,5,1281
646,1370,687531,69,46864,3,2735
1370,646,328469,69,46864,3,1281
646,646,687531,69,73136,5,1281
1370,1370,687531,139,46864,3,2735
646,646,687531,69,73136,5,1281
1370,1370,328469,139,46864,5,2735
646,1370,328469,139,73136,3,1281
646,646,328469,139,46864,5,2735
1370,646,687531,139,73136,3,2735
646,1370,328469,139,73136,5,2735
1370,1370,328469,69,73136,5,2735
1370,646,687531,69,46864,3,2735
1370,1370,328469,69,73136,3,1281
646,646,328469,69,46864,3,2735
1370,646,687531,139,73136,5,1281
1370,646,328469,139,73136,5,2735
1370,646,328469,139,73136,5,2735
646,646,687531,69,73136,3,2735
646,646,328469,69,73136,5,2735
1370,646,328469,69,73136,5,1281
646,1370,687531,69,46864,5,1281
1370,646,328469,139,73136,3,1281
1370,646,328469,69,73136,5,1281
646,1370,328469,139,46864,3,2735
1370,646,687531,139,73136,5,1281
1370,646,687531,69,73136,3,1281
646,1370,687531,139,73136,3,2735
1370,646,328469,139,46864,5,1281
646,1370,687531,139,73136,5,1281
646,1370,687531,139,46864,5,2735
1370,646,328469,139,46864,3,2735
1370,1370,687531,69,46864,3,1281
1370,1370,687531,139,73136,5,2735
1370,646,687531,69,73136,3,1281
1370,646,687531,69,46864,3,2735
1370,646,687531,139,46864,3,1281
646,646,328469,69,73136,5,2735
1370,646,328469,69,73136,3,2735
1370,1370,328469,139,46864,3,1281
646,1370,328469,139,73136,3,1281
1370,1370,328469,139,73136,5,1281
646,1370,687531,69,73136,5,2735
646,1370,328469,69,46864,3,1281
646,646,687531,69,46864,3,1281
646,1370,687531,69,73136,5,2735
1370,646,687531,69,46864,5,1281
